id,link,question,opa,opb,opc,opd,diagnosis,answer_idx,answer,field,hasImage,image_link,difficulty
1156,https://jamanetwork.com/journals/jamasurgery/fullarticle/2505677,"A 49-year-old woman with no relevant medical history presented with a 2-day history of headache and facial swelling. She was found to have severely elevated blood pressure at an urgent care center, prompting her transfer to the hospital. On review of systems, she endorsed anorexia and malaise for the past several days. She was in no acute distress but appeared languid. Her blood pressure was 210/110 mm Hg. Physical examination demonstrated periorbital and 1+ bipedal pitting edema. She had mild tenderness to percussion of both flanks. Serum studies revealed a creatinine level of 13 mg/dL (to convert to micromoles per liter, multiply by 88.4), potassium level of 6.6 mEq/L (to convert to millimoles per liter, multiply by 1.0), and bicarbonate level of 16 mEq/L (to convert to millimoles per liter, multiply by 1.0). Her serum calcium level was 8.5 mg/dL (to convert to millimoles per liter, multiply by 0.25) and her serum phosphate level was elevated at 5 mg/dL (to convert to millimoles per liter, multiply by 0.323). Computed tomography of the abdomen and pelvis revealed severe bilateral hydronephrosis with renal cortical thinning and obstructing calculi at both ureteropelvic junctions (Figure 1). The patient underwent emergent dialysis followed by placement of bilateral percutaneous nephrostomy tubes. Subsequently, her blood pressure normalized, edema improved, hyperkalemia and metabolic acidosis resolved, and serum creatinine level decreased to 1.6 mg/dL. Interestingly, her serum calcium level elevated to 12 mg/dL and her serum phosphate level became low at 2.4 mg/dL. Computed tomographic scans of the abdomen and pelvis without contrast, showing obstructing calculi bilaterally at the ureteropelvic junctions (arrowheads) with resultant severe hydronephrosis and renal cortical thinning (A) and significant renal stone burden in the lower pole of the left kidney (B). What Is Your Diagnosis?",Hypervitaminosis D,Malignant neoplasm,Primary hyperparathyroidism,Sarcoidosis,,C,Primary hyperparathyroidism,JAMA Surgery Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/surg/935266/m_scg150024f1.png?Expires=1742322053&Signature=NBlVqjm4IW0LHGiPkm7QkflE~TBqLCAeX24R19hBddsHn1cbVEefwhRgJNvYzg4zXWsKkF5yZqp55g~82GJc0zqLvWqNKRzQqWuiySsOPQDztmWqTHPnNs~MJgfMoVWcsbScOC9A79GjD~a3EzS47qaHy7Mjf2Wg4R8AVpYvAGenkmqdtT2kMBv-hXRSJMFTsqA4Whxw8sm9a9nOLg7ULICHPsUWtP~HmCCJpgrCG~~jEjOAJxCnKELWjL~A9ZcKhJm1XLNCTGBbrtPO7COpUpMWsuLwJuI-hPv2XkXKQ6s5RkMal0pfsIcE8RXlMcb5ulosS1ujnb7e5dvyfWtwgA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1157,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2519617,"A 5-year-old boy with global developmental delay presented with a 3-day history of vomiting, diarrhea, and refusing to bear weight. His parents said that he is a “picky eater,” with a diet consisting exclusively of orange soda, meat, and chili. His mother reported that he was having difficulty grasping objects and recently started biting his fingers. A physical examination revealed a very irritable, inconsolable child with diffuse muscle tenderness. The results of an extremity examination were consistent with carpal spasm, with a fully extended first finger with hyperextended distal interphalangeal joint, thumb constantly adducted to the hand, and last 3 digits mildly flexed and adducted together. The extremity examination also revealed twitching of facial muscles in response to tapping over area of facial nerve (ie, a positive Chvestok sign1). Laboratory studies confirm hypocalcemia (with a calcium level of 5.5 mg/dL [to convert to millimoles per liter, multiply by 0.25]), and a diagnosis of tetany is made. Additional physical examination findings include wrists that are unusually wide with prominent styloid processes of the radius and ulna; radiographs were abnormal (Figure, A and B). A, The patient’s wrist is unusually wide and notable for prominent styloid processes of the radius and ulna. B, Wrist radiograph shows widening of the physes of the distal radius. There is associated transverse splaying, fraying, and cupping of the adjacent metaphyses, with loss of the zone of peripheral calcification. Further investigation revealed a parathyroid hormone (PTH) level of 798 pg/mL (normal range, 15-87 pg/mL [to convert to nanograms per liter, multiply by 1.0]), a vitamin D level of 7 pg/mL (normal level, >25 pg/mL [to convert to picomoles per liter, multiply by 2.6]), and a normal phosphorous level of 4.5 mg/dL (to convert to millimoles per liter, multiply by 0.323). Oral and intravenous supplementations of calcium were started, but the patient’s calcium levels remained refractory, even after correction of other electrolytes, including potassium and magnesium. He was placed on a continuous intravenous calcium infusion for 3 days with eventual normalization of his calcium level. What Is Your Diagnosis?",Hungry bone syndrome,Primary hyperparathyroidism,Chronic kidney disease,PTH resistance,,A,Hungry bone syndrome,JAMA Pediatrics Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/peds/935260/m_pcg150012f1.png?Expires=1742323078&Signature=cwHcK-dHWzDnvBllR1z3kHxQilXXWlfo3ZuleoOnhk5EKVy71L~PgUAmmHORoJEDRl8ZkdRhCQslKNWASqa-6bsJTdeV7wm0dldYvf7SBHO6vaWKdXe2V~V403X5MGzsKXLeT-H1Re85qtreZpmL~xcHYV6iEfj5~ZoV7317ycTY5a6zKLKuS8q1kwKL8O3EykmHoeoT~ktfacDFgb7kFBlXhj1YA6bBlJioOhHw7Y27XKmSyTaU-Ry-aKetb310uQA0uGRvh8Exo0dt7TW85wmipkPHL4sM3kWV2LIKyaWoYLcG~~uoDsjYt6tu8yr6MnNbxoP0sYChgcPYuTnI7Q__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1158,https://jamanetwork.com/journals/jamacardiology/fullarticle/2511292,"A man in his early 70s walked into the emergency department with a 4-day history of fever and tingling sensation in the chest. His medical history was significant with hypertension, intracranial hemorrhage, and chronic kidney disease (CKD). On arrival, his blood pressure was 130/64 mm Hg, heart rate was 104 beats/min, respiratory rate was 32 breaths/min, body temperature was 37.1°C, and arterial oxygen saturation was 95% on room air. There was no murmur, rub, or gallop in chest auscultation. Electrocardiographic (ECG) findings were significant for diffuse ST-segment elevation (Figure 1, A). Laboratory examination revealed leukocytosis with normal cardiac enzyme levels and mild renal dysfunction (serum creatinine, 1.4 mg/dL [to convert to micromoles per liter, multiply 88.4]). The C-reactive protein level was also elevated. He was admitted to the hospital with the suspected diagnosis of acute pericarditis. After admission, his chest discomfort resolved in 2 days, but he was still febrile, and pericardial effusion did not decrease. Computed tomography (CT) of the chest was performed (Figure 1, B and C). What Is Your Diagnosis?",Acute viral pericarditis,Acute myocardial infarction,Acute aortic dissection,Pericardial tumor,,C,Acute aortic dissection,JAMA Cardiology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/cardiology/935301/m_hcg150004f1.png?Expires=1742323082&Signature=UxcdU3Y~NwSQFkIa6l5MY6bVHYaOGapQOf5rnOW5uQrtHL2MKwx4KkykgZsiHCOzHyScO7OWpimcE-xm4HRIW4U41PN-Z2bmvR3I0-bZEul8a-QfXfNx5wqPfY8TdYVJOUTxZkBwuswHGh63jJ2MyaeBllo-4Kh6-lpSgjnDP2jyLypoRvGggF22Cn7OzzXf83o3-VR-uaCP3UJmOARgNKBDRG3TCWbbjbsjp4DCpRtXnNdNeo-lWJF-AlfIHxu5q1jBHHfmk4k2gU9dCB3SUcZ10ADRPfnMXDL52xGtgya1WJ45wb4fMDrWdLCQNrT4lt23D7kr959oIWDoICtiEw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1159,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2496494,"A young man without antecedent episodes of rhinosinusitis or sinus surgery presented with progressive headache and left periorbital edema and pain recalcitrant to 4 days of outpatient oral antibiotics and 2 days of intravenous vancomycin and ceftriaxone. His family history was positive for a similar presentation involving his mother. Physical examination revealed left orbital swelling and erythema with proptosis. Cranial nerve function and ocular range of motion were intact. Contrast-enhanced computed tomographic (Figure, A) and magnetic resonance imaging studies of the paranasal sinuses (Figure, B) disclosed extensive preseptal and postseptal orbital inflammation, bilateral frontal sinus opacification from a large left frontal osteoma occupying the inferior aspect of the left frontal sinus, and left epidural abscess. The patient underwent a bicoronal approach osteoplastic flap and endoscopic frontal sinusotomy for access and drainage of left frontal sinus disease and obstructive osteoma excision. In addition to frontal sinus osteoma, multiple 3- to 5-mm osteomas covering the calvarium were encountered (Figure, C). The patient’s postoperative period progressed without incident, and he was discharged home with oral antibiotics following resolution of symptoms. Histopathologic findings of operative specimens showed dense lamellar bone (Figure, D). Genetic analysis was positive for mutation in theAPCgene at 5q21, resulting in a stop codon. A, Contrast-enhanced computed tomographic (CT) in bone windows. B, T1-weighted magnetic resonance image (MRI). C, Reflected osteoplastic flap, frontal sinusotomy. D, Hematoxylin-eosin, original magnification ×400. What Is Your Diagnosis?",Gorlin syndrome,Turcot syndrome,Gardner syndrome,Turner syndrome,,C,Gardner syndrome,Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/otol/935305/m_ocg150057f1.png?Expires=1742323085&Signature=SM2m6BSPDewQwPw4BV~iMtD0olLcPYV3ZdSjy~lGrGhi18Ja9HXo8U~l2aLeUA0LMv8l9ZkI96JcIdZxnTbC1~ZG9YtCCqaaQTshFGTrWFahl~ZHFM19G6VRFCFMFLcsNViLQplg02VqBxgBX4M7BmwR5cDXfBDAJIDH83B~yIRmDShgmlKaOxGNw3eExiQX57hA01HGgABcW5G7WwPdzAQUMrj~vrULnsesT2-kpY0UxhcJXWQPB61N~s0VyiaazEhJUM8qkGxW~FQtetMFmk2qt5UWc7QVN68hHiyAfZWZYyS~fOVf3pUnpSYbg2TZwImNuyUtUFxecvOmQIte9g__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1160,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2498965,"A man in his 50s was referred to the otolaryngology clinic because of a globus sensation in the throat and a 6-month history of throat pain. His medical history was significant for hypertension, dyslipidemia, and cigarette smoking. Flexible fiber-optic laryngoscopy revealed a 15-mm submucosal swelling in the right aryepiglottic fold. The vocal folds were free of lesions and had intact motion. Findings from the rest of the head and neck examination were unremarkable. A computed tomographic (CT) scan of the neck revealed a submucosal hypodense supraglottic mass on the right side that was compressing the airway. A magnetic resonance imaging study (MRI) of the neck demonstrated a soft-tissue mass measuring 27 × 17 mm and causing deviation of the right aryepiglottic fold medially and compressing the airway (Figure, A and B). The patient underwent direct laryngoscopy, and a submucosal mass was observed in the right aryepiglottic fold (Figure, C). The mass was dissected submucosally, excised completely, and sent for a histopathologic examination (Figure, D). Results from the S100 protein immunostain were positive. The postoperative course was uneventful, and after 5 months, the patient had no detectable laryngeal lesions and the vocal fold movement was intact. What Is Your Diagnosis?",Laryngeal squamous cell carcinoma,Laryngeal neurofibroma,Laryngeal schwannoma,Laryngeal paraganglioma,,C,Laryngeal schwannoma,Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/otol/935305/m_ocg150063f1.png?Expires=1742318137&Signature=ELZOuhv8Eye4MuRBdDENELcopvgBjX1v75Wx1j3eFh0N~p1Mwakz0JR3CDVUegqIqwoe66OtBOXGmuT~T3OLH9km7o5aOm4eOqHA5SI2ah9nf2xNTIYG7DqIuhaxxKhPofP7EGhPMeowiniUdJh89DI8FXdLCidbszGyp5p9at9~r5PG-LDbEAc10vjIwLbMJungTV4-X7eVZbBPEJ1mjsvoqgR-E8eYO9qZCM776DQBspGUL5auEm~KyHuWjxK0HtlHHuRuphygOxCzeoBhkJDgFx~rrHWkmvmLUZRUEyoDn6WGPTjAgnFAwL4aLh8hkTDHcnMKZZBPo2CL6588JQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1161,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2505645,"A woman in her 40s had an 8-year history of progressive dyspnea associated with nonproductive cough. Her medical history was notable for dyspepsia, hypertension, and diabetes. She had no history of smoking, type B symptoms, angiotensin-converting enzyme-inhibitor use, or known cardiac pathologic abnormalities. Findings from a complete head and neck examination were within normal limits aside from laryngeal findings. Flexible laryngoscopy with videostroboscopy revealed right vocal fold polyp and left vocal fold desquamation, with bilateral linear bands along the vocal folds. Initial treatment with proton pump inhibitors and evaluation by the gastroenterology unit did not improve her symptoms, so further workup was undertaken. Noncontrast computed tomography (CT) revealed numerous calcified subglottic and tracheal nodules extending from the cricoid to the left mainstem bronchus (Figure, A). She underwent direct laryngoscopy and bronchoscopy with biopsies. On induction, subglottic firm mass consistent with calcification prevented passage of an endotracheal tube, and the patient’s airway was secured with a rigid bronchoscope. Further examination revealed edema of the vocal folds with multiple submucosal masses in the subglottis and upper trachea (Figure, B-D). The lesions were varying sizes, and not all were calcified. They affected the anterior cartilaginous trachea and the posterior membranous portion. Biopsy specimens of representative lesions revealed amorphous, eosinophilic material with calcification, metaplastic ossification, and multinucleated foreign-body giant cells. The disease was treated with debulking of scattered lesions from the glottis through to both main stem bronchi and airway dilation, which provided symptomatic relief. A, Calcified subglottic, upper tracheal, and left mainstem bronchus lesions. B, Waxy, friable deposits in the supraglottic airway. C, Nodular lesions scattered circumferentially in the trachea. D, Nodular lesions extending into bronchi and lower airways. What Is Your Diagnosis?",Endobronchial sarcoidosis,Granulomatosis with polyangiitis,Primary laryngotracheobronchial amyloidosis,Tracheobronchial osteochondropathia,,C,Primary laryngotracheobronchial amyloidosis,Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/otol/935305/m_ocg150071f1.png?Expires=1742323089&Signature=JnIhFcDc4ulQSk5ZIZzGOegDVv8BXe9G7RUGz4EOgwvZyZkFI9fs1lVVlq3nDQIc9QEYWxKP11pqVdhARWpWkoImsRnVcKrxwZj6-IEgZJ2W2kIiA0~UjcW1ni82wkCscN5a0p1N0Pl8Huf-kl1b6v4RuOyrBkeqIGKMFL8YIWQHvAbkcoGqZvllOqJ6ClFuFU7Uz6noYueUd4BaZeXfZWGQ3na0xnDpSNORPvlUeDRzuDNQUYPqKIRiSdUkBzuLDzrZAwWLN6j1p3vL7AOe0rrkEXfaUhYLDBVXO49hAIg34~4SLx93kHx6VatAtu78JmJwMtTQE7SC6tg9L~6oWA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1162,https://jamanetwork.com/journals/jamaoncology/fullarticle/2504168,"A 72-year-old woman was treated with a total postoperative radiotherapy dose of 55.86 Gy (to convert to rad, divide by 0.01) in 21 fractions after lumpectomy of a cT1bN0M0 mammary carcinoma. Two months after the last dose of radiation she developed pruritic pustules and papules on the skin of the ipsilateral right breast. She mentioned that she had a cold sore once several years ago. Levoceterizine gave some relief of the itch. Physical examination findings showed pustules surrounding the areola on the right breast with an increasing number in the submammary fold (Figure 1). What Is Your Diagnosis?",Bacterial folliculitis,Herpes infection,Pityrosporum folliculitis,Reaction to radiotherapy,,D,Reaction to radiotherapy,JAMA Oncology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/oncology/935284/m_ccg150013f1.png?Expires=1743456476&Signature=hhsFD0Hv4Mtxar0AWEba5tRCwYCGdH5ZhTBMlZU10N3iQZPCBDlRAO7jZKaHEt9q2I48uxaM6y2K7TK-uX1TPass20sk3aQPUWPlybwUYRL3Ax8-xsnO3NZ9fjmOWP86rac~B0Tj2QZ6TdU8xzlZ4JFhG3l1olihKz4qpU4sehexTmHZrkP6onPh2aRoKn94gXPUwg3NwA9hgMtyvedbK-5xSls2RQs4Wd8NI3q6u1p8Y44s82t6I18ngu8VzEC2qKXSStWD1L7pcAS8cqO8CeHP2YZDsue83mus4TifTFNhjurANrX8H8AKBaMIXd1kmAznkZyGAg2V11GP5~AzAA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1163,https://jamanetwork.com/journals/jamaoncology/fullarticle/2506707,"A man in his 70s with hypertension, benign prostatic hypertrophy, and myelodysplastic syndrome (MDS) presented for a second opinion regarding treatment of MDS. Three years prior he had developed neutropenia and mild thrombocytopenia. A bone marrow biopsy sample demonstrated refractory cytopenia with multilineage dysplasia. Cytogenetic testing results were normal, and there were 5% bone marrow blasts. The patient was treated initially with cyanocobalamin 250 micrograms daily, then danazol 200 milligrams 3 times daily, then epoietin α 60,000 units weekly. Filgrastim 300 micrograms weekly was added to epoietin α to attempt to augment response after 1 year of therapy. After approximately 2 years, he developed more pronounced cytopenias and presented with a white blood cell count of 2100/μL(480 neutrophils), hemoglobin level of 8.4 g/dL, and platelet count of 92 000/μL. He noted fatigue, but otherwise felt well. Physical examination revealed an isolated, symptomatic polypoid mass involving his right upper labial mucosa (Figure). It had been recently biopsied without definitive diagnosis, but since the biopsy, the mass had increased in size. An isolated polypoid mass affecting the right upper labial mucosa. What Is Your Diagnosis?",Squamous cell carcinoma,Myeloid sarcoma,Invasive aspergilloma,Condyloma acuminatum,,B,Myeloid sarcoma,JAMA Oncology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/oncology/935284/m_ccg160001f1.png?Expires=1742323094&Signature=LgIv-j1jNnyWRIbLY1SxCOgUAWEYFF54elKy4Cgx4W1bgO5pxjRTawGBdQn7AmGbKAsPuCv3jF54dc229UcX8uYmr12Wf1LfA0UdojosXtDqht~83kuGg~T1tH72R8bV4r3xm76HsprsYa0LWnSb8vJbVIvTAU0x-jYO0mu12wFgCj0qnlg1DXxALBhtZ4PqT7wuyw60H2JY9P9zuOLNXmEAU5Y9Gj9gmxlaOEC41Eg2TN7JHSg7DGilSRbD-riPvTV-3Q4StyzsXnvCk2qDCbRQyS9Fev2sYUM2RguKsItcpkzrd6jgSA~bZi9T1KPsW99nTTBRUJtHsapZOao~cg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1164,https://jamanetwork.com/journals/jama/fullarticle/2516686,"A 10-year-old girl developed an annular skin lesion on her anterior neck. The lesion, initially attributed to a bug bite by her mother, enlarged and developed central clearing. The patient lived in North Carolina with no recent travel or known tick bite. She had no symptoms other than mild local itching. After several weeks, the patient’s mother applied over-the-counter topical antifungal cream and the lesion faded. After 10 days of antifungal therapy, the patient was evaluated by her pediatrician. Examination results were normal except for a 2.0-cm annular lesion with central clearing and peripheral flaking (Figure). The pediatrician ordered serologic testing for Lyme disease, prescribed 14 days of doxycycline based on the results (Table), and referred the patient to an infectious disease specialist for evaluation. Complete 14 days of antibiotic treatment for Lyme disease. No further testing is indicated. Complete 14 days of antibiotic treatment for Lyme disease. Repeat Lyme disease serology in 1 month to evaluate response. What Would You Do Next",Complete 14 days of antibiotic treatment for Lyme disease. No further testing is indicated.,Complete 14 days of antibiotic treatment for Lyme disease. Repeat Lyme disease serology in 1 month to evaluate response.,Obtain skin biopsy forBorrelia burgdorferiPCR.,Discontinue doxycycline and restart topical antifungal cream.,,D,Discontinue doxycycline and restart topical antifungal cream.,JAMA Diagnostic Test Interpretation,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/935237/m_jdt160002f1.png?Expires=1742323097&Signature=x08bE7erVlOOpXmUMKS8v1IhwNi9lvgmg5SS8em6Nlffdv17pT92SA91PHx-TbiIo-K07ii8RXxHFMWggYDkPY4Pfl2WaIZuInLTPB5vL-byQz9qzpmY3VrWdWE3uvC9taI6-0IsZ4b-ZBBYorf4Fwfc6FclBmpbBCU5wd53IkeQsv8fSvhF-Eavoh4lCD58iwmjrfkzJl8P2cQtJxMsJ~K~w4gG9t3TgRE-XSPHsGTLV0klvjim3-C4yAU5OrfBCBUofHFu1QpQOffPNANhrW~qEWEQmDrhCiay1eA-ENIbo9-TRRF5t6aMJ2hPE5FogkGvZTkm0iHEiuL58yVLHQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1165,https://jamanetwork.com/journals/jama/fullarticle/2514169,"A 25-year-old woman with history of iron-deficiency anemia and hypothyroidism presented with fatigue and weight loss for 3 weeks. She was admitted recently for hypothyroidism, with a thyroid-stimulating hormone level of  209.1 µIU/mL (reference range, 0.4-4.0 µIU/mL) and free thyroxine level of 0.4 ng/dL (reference range, 0.7-1.5 ng/dL). Complete blood cell count then revealed a leukocyte count of 3800/µL; platelet count, 158 ×103/L; hemoglobin level, 6.9 g/dL; and mean corpuscular volume, 107 μm3. She was started on levothyroxine and takes no other medications. Currently, vital signs and physical examination are normal. Laboratory values include a leukocyte count of 2600/µL; platelet count, 86 ×103µL; hemoglobin, 6.3 g/dL; reticulocyte count, 3.1%; and mean corpuscular volume, 106 μm3. A peripheral blood smear (Figure, panel A) and bone marrow biopsy (Figure, panel B) were obtained. Levels of thyroid-stimulating hormone and free thyroxine are 31.4 µIU/mL and 0.7 ng/dL, respectively. Lactate dehydrogenase (LDH) level is 3116 U/L (reference range, 0-271); haptoglobin, less than 8 mg/dL (reference range, 30-200); vitamin B12, 1313 pg/mL (reference range, 200-933), and serum folate, greater than 25 ng/mL (reference, >5.9). A, Peripheral blood smear showing microcytes and macrocytes, teardrop cells, absolute neutropenia, and thrombocytopenia (Wright-Giemsa, original magnification ×100). The nucleated cell in the center is a polychromatophilic megaloblast containing a Howell-Jolly body. B, Bone marrow biopsy showing erythroid hyperplasia with megaloblastic changes including asynchronous nuclear and cytoplasmic maturation, nuclear budding, and multinucleation (Wright-Giemsa, original magnification ×100). What Would You Do Next?",Increase the levothyroxine dose,Obtain serum methylmalonic acid (MMA) levels,"Obtain a computed tomography scan of the chest, abdomen, and pelvis to evaluate for lymphadenopathy",Send parvovirus B19 serologies and polymerase chain reaction for viral DNA,,B,Obtain serum methylmalonic acid (MMA) levels,JAMA Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/935217/m_jcg160004f1.png?Expires=1742323103&Signature=sSaBBXIhARhhbGgzpWSWn5IpF7vtIw9u85OTEynts5TFeDuxwF3Tr34J9kfB-rSG0EnboPm3xJm1QlLDvxIou~nIxO60axYuHQ3AErFUTgJ4YGv75weHkTjkM2UBEnyBbl2EQ6PUyKZiV8qT57yBPHVPCXrDdk4bqjL~Zy7i~ugNG5CK9Qauc-ksyQ7eoaX6u5TvmWNhlJyFqe6bCcCuRYAzfDEihXvnCGl8RMPkwoYf2Dc5hF11vJPM9KtcnWvSRdfvTFiYIRrYm~jf261ZmCAiDwLlLXROLwZZ6kWzCuxnETg-DTvdsiz~aGUpBQKo~dpFYO4aHF4Dg20OGdkk9g__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1166,https://jamanetwork.com/journals/jama/fullarticle/2510883,"A man in his 70s with a history of coronary artery disease, hypertension, and mild aortic stenosis presented with altered mental status, acute kidney injury requiring dialysis, and painful, dusky skin discoloration on his distal extremities. Three weeks prior, he had undergone coronary angiography and coronary artery bypass graft surgery after myocardial infarction. On physical examination, he had exquisitely tender blue macules, patches, and papules on the plantar aspect of several toes (Figure 1A) and red, tender macules on his hands (Figure 1B). Laboratory examination was notable for a white blood cell count of 9100/μL with 22% eosinophils, blood urea nitrogen level of 70 mg/dL (25 mmol/L), and creatinine level of 6.1 mg/dL (539.2 μmol/L). Urinalysis was remarkable for 1+ blood and 2+ protein. A, Blue toes and associated skin changes over the lower extremity. B, Pink papules scattered over the palmar surface of the right hand, with painful red macules over fingertips. What Would You Do Next?",Obtain chest computed tomography angiography,"Obtain serum liver function tests, lipase level, and ophthalmologic evaluation; monitor for multiorgan damage",Obtain surgical consult for amputation,Start heparin and discuss thrombolytic therapy with the patient,,B,"Obtain serum liver function tests, lipase level, and ophthalmologic evaluation; monitor for multiorgan damage",JAMA Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/935156/m_jcg160003f1.png?Expires=1742323109&Signature=nOHPcvOiddyFB1rhnCKWaOXS41bXBAh4CxTFrvrhzw31PT2gCunnfkdcG7UsnmuMa8aAp4Zd7Y6bHQuQQswec4wvN0rRLvHelJxkInnjBSyU1jr~87EQ3yv66HckA4UZaNw5d4kj-ywGiLS0R3Z7q2KzlhfA130UJVtir7teTVkm4wbWB~NJK-5Y6hbknNHcJ4-f59tSUWWjy0ZN5u3XTZj2jpA96lugr7oFe9JPtOWkcvJM21-ceqHvHitD-1UGXCAov-MrqYHldF-jPcIiYXeSUs4-DHE0f~t9izztPT3qQV20qPv~45MvQEsSHhLcsYMXqkOaIx6tvqP3CKLhgw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
1167,https://jamanetwork.com/journals/jamadermatology/fullarticle/2478899,"A 65-year-old woman presented with a 5-year history of gradually increasing blue discoloration of her ears. She had mild knee arthralgia that was treated with nonsteroidal anti-inflammatory drugs (NSAIDs). She was seeing an ophthalmologist annually regarding brown spots on both eyes diagnosed as conjunctival nevi. No other family members were similarly affected. As an infant, her mother had taken her to their physician owing to dark discoloration of her diapers, but this was not investigated further. Examination revealed slate blue macular pigmentation within the antihelix and conchal bowls of both ears (Figure, A). There were prominent dark brown deposits on the conjunctivae medial and lateral to the iris of both eyes (Figure, B). No other pigmentary changes were noted on the skin or mucosal surfaces. A punch biopsy specimen from the pigmented area on the left ear was obtained (Figure, C). A, Examination of the left ear revealing slate blue macular discoloration, most prominent over the antihelix. B, Examination of the left eye showing dark brown pigment deposition of the conjunctiva lateral to the iris. Similar deposits were seen medial to the iris, bilaterally in both eyes. C, Hematoxylin-eosin stain on punch biopsy specimen of pigmented area on left ear demonstrating large pigment deposit in the dermis and adjacent to the cartilage (original magnification ×150). What Is Your Diagnosis?",Argyria,Acute intermittent porphyria,Diffuse melanosis in metastatic melanoma,Alkaptonuria,,D,Alkaptonuria,JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/935207/m_dcg150026f1.png?Expires=1742323111&Signature=zC8ZMF5JShf5FVMkMAHnmG3Wd1XvduXg4WnfXgYnWBkU~lJCgan66B6ygeUtodBAVDI-pEgaW9QX1M7C7xJbINXDKz3XbU4aS~udqe2Un3zufOjhr8AlwnNZVBW3XCN5rPChMqhxaHZq-KNsLx0mZ9iivzy2Di2TuFpin4~ulL6BRZ4gi4int9gvMuD5HaRqzafKLUQKqpxUekHmf5h9gKNSUdDEBiMB5gkiwNOcsH9gNmk6nNzK0gmDYC1cxYRhYQuEb8q44Vw0IFUvTVHGCFq3esn~e3YIy8lq8UT715vJpWVgWbPhMp71ZHSXBlA4PLmhNPQCMQr1IwrSw7m-Ew__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
